sentence1,sentence2,label,ticket_id,issue_category,ground_truth_primary_issue_category,ground_truth_resolution_state
Printer queue stuck on user's machine.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10013,printer_issue,printer_issue,resolved
Printer queue stuck on user's machine.,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,0.0,TDX-10013,printer_issue,printer_issue,resolved
Account locked due to multiple failed login attempts.,Cause: Account lockout from too many failed logins. Fix: Admin unlocked the account.,1.0,TDX-10014,account_locked,account_locked,resolved
Account locked due to multiple failed login attempts.,Cause: VPN profile expired. Fix: Received updated profile and reconnected.,0.0,TDX-10014,account_locked,account_locked,resolved
"Forgot password, reset link invalid.",Cause: Previous reset token expired. Fix: Generated new password reset link and it worked.,1.0,TDX-10015,password_reset,password_reset,resolved
"Forgot password, reset link invalid.",Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10015,password_reset,password_reset,resolved
Cannot access shared team folder.,Cause: Folder permissions not correctly assigned. Fix: Added correct access group to account and the folder opened.,1.0,TDX-10016,permission_issue,permission_issue,resolved
Cannot access shared team folder.,Cause: Exceeded maximum login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10016,permission_issue,permission_issue,resolved
Printer shows offline and queue stuck.,Cause: Local printer mapping stale. Fix: Reinstalling printer mapping resolved the issue.,1.0,TDX-10017,printer_issue,printer_issue,resolved
Printer shows offline and queue stuck.,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,0.0,TDX-10017,printer_issue,printer_issue,resolved
Print jobs stuck on department printer,Cause: Printer queue was full and misconfigured. Fix: Cleared the queue and reinstalled printer mapping.,1.0,TDX-10018,printer_issue,printer_issue,resolved
Print jobs stuck on department printer,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,0.0,TDX-10018,printer_issue,printer_issue,resolved
Printer shows offline and jobs sit in queue.,Cause: Local printer mapping stale. Fix: Reinstall printer mapping; printing succeeded.,1.0,TDX-10020,printer_issue,printer_issue,resolved
Printer shows offline and jobs sit in queue.,"Cause: Cached credentials issue. Fix: Clear cached credentials, sign in again.",0.0,TDX-10020,printer_issue,printer_issue,resolved
VPN connection fails after authentication.,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,1.0,TDX-10021,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10021,vpn_issue,vpn_issue,resolved
Account locked after too many login attempts.,Cause: Account locked due to multiple failed login attempts. Fix: IT unlocked the account.,1.0,TDX-10022,account_locked,account_locked,resolved
Account locked after too many login attempts.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10022,account_locked,account_locked,resolved
VPN connection fails after using outdated profile.,Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,1.0,TDX-10023,vpn_issue,vpn_issue,resolved
VPN connection fails after using outdated profile.,Cause: Account missing required security group. Fix: Applied the required security group.,0.0,TDX-10023,vpn_issue,vpn_issue,resolved
password reset link expired,Cause: previous reset token expired. Fix: issued new reset email and removed expired token.,1.0,TDX-10024,password_reset,password_reset,resolved
password reset link expired,"Cause: VPN profile expired. Fix: Updated the profile, and the connection succeeded.",0.0,TDX-10024,password_reset,password_reset,resolved
Outlook keeps asking for password,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",1.0,TDX-10025,email_issue,email_issue,resolved
Outlook keeps asking for password,Cause: Local printer mapping stale. Fix: Reinstall printer mapping; printing succeeded.,0.0,TDX-10025,email_issue,email_issue,resolved
Cannot access email from desktop Outlook app,Cause: Credential cache issue. Fix: Cleared credential cache and re-added account.,1.0,TDX-10026,email_issue,email_issue,resolved
Cannot access email from desktop Outlook app,Cause: Too many failed login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10026,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't load.,Cause: Cached credentials were invalid. Fix: Clear cached credentials and sign in again.,1.0,TDX-10027,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't load.,Cause: Folder permissions not correctly assigned. Fix: Added correct access group to account and the folder opened.,0.0,TDX-10027,email_issue,email_issue,resolved
"Print jobs stuck in queue, printer shows offline.",Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10028,printer_issue,printer_issue,resolved
"Print jobs stuck in queue, printer shows offline.",Cause: Access group missing. Fix: Added correct access group to account and folder opened.,0.0,TDX-10028,printer_issue,printer_issue,resolved
Outlook keeps asking for credentials,Cause: Local Outlook profile issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10029,email_issue,email_issue,resolved
Outlook keeps asking for credentials,Cause: Account was locked. Fix: Account unlocked and user able to sign in.,0.0,TDX-10029,email_issue,email_issue,resolved
password reset email token expired,Cause: reset token was no longer valid. Fix: issued new reset email and removed expired token.,1.0,TDX-10031,password_reset,password_reset,resolved
password reset email token expired,"Cause: Security group not applied. Fix: Applied required security group, restored access.",0.0,TDX-10031,password_reset,password_reset,resolved
Permission denied accessing shared team folder,Cause: Account missing required security group. Fix: Added correct access group.,1.0,TDX-10032,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder,Cause: Previous reset token expired. Fix: Generated new password reset link and it worked.,0.0,TDX-10032,permission_issue,permission_issue,resolved
Cannot access email from desktop app,Cause: Local Outlook profile issues. Fix: Clear cached credentials and sign in again.,1.0,TDX-10033,email_issue,email_issue,resolved
Cannot access email from desktop app,Cause: VPN profile expired. Fix: Sent updated profile and reconnected.,0.0,TDX-10033,email_issue,email_issue,resolved
Printing jobs stuck and printer offline,Cause: Local printer mapping stale. Fix: Clear print queue and reinstall printer mapping.,1.0,TDX-10034,printer_issue,printer_issue,resolved
Printing jobs stuck and printer offline,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,0.0,TDX-10034,printer_issue,printer_issue,resolved
VPN connection fails after authentication.,"Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved the issue.",1.0,TDX-10035,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10035,vpn_issue,vpn_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10036,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Outdated client profile. Fix: Updated the profile and reconnected.,0.0,TDX-10036,email_issue,email_issue,resolved
Shared team folder access denied,Cause: Incorrect group membership. Fix: Added correct access group.,1.0,TDX-10038,permission_issue,permission_issue,resolved
Shared team folder access denied,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,0.0,TDX-10038,permission_issue,permission_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,"Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache, re-added account.",1.0,TDX-10039,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Account locked. Fix: IT unlocked the account.,0.0,TDX-10039,email_issue,email_issue,resolved
Password reset email link invalid.,Cause: Reset token expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10040,password_reset,password_reset,resolved
Password reset email link invalid.,Cause: Access group not correctly assigned. Fix: Added correct access group to account and folder opened.,0.0,TDX-10040,password_reset,password_reset,resolved
Account locked after too many login attempts.,Cause: Too many failed login attempts. Fix: Account unlocked by IT support.,1.0,TDX-10042,account_locked,account_locked,resolved
Account locked after too many login attempts.,"Cause: Account missing required security group. Fix: Added security group to account, restored access.",0.0,TDX-10042,account_locked,account_locked,resolved
No permission to open project folder,"Cause: Security group not applied. Fix: Applied required security group, restored access.",1.0,TDX-10043,permission_issue,permission_issue,resolved
No permission to open project folder,Cause: Too many failed login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10043,permission_issue,permission_issue,resolved
Outlook keeps asking for credentials,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10044,email_issue,email_issue,resolved
Outlook keeps asking for credentials,"Cause: Local printer mapping stale. Fix: Removed and re-added the printer, test page printed successfully.",0.0,TDX-10044,email_issue,email_issue,resolved
Unable to log into account due to lockout.,Cause: Account locked. Fix: IT unlocked the account.,1.0,TDX-10045,account_locked,account_locked,resolved
Unable to log into account due to lockout.,"Cause: VPN profile expired. Fix: Updated the profile, and the connection completed successfully.",0.0,TDX-10045,account_locked,account_locked,resolved
Account locked after multiple failed login attempts.,Cause: Exceeded maximum login attempts. Fix: Account unlocked by IT support.,1.0,TDX-10046,account_locked,account_locked,resolved
Account locked after multiple failed login attempts.,Cause: Credential cache issue. Fix: Cleared credential cache and re-added account.,0.0,TDX-10046,account_locked,account_locked,resolved
Permission denied accessing shared team folder.,Cause: Account missing required security group. Fix: Added correct access group to account and the folder opened.,1.0,TDX-10047,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder.,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,0.0,TDX-10047,permission_issue,permission_issue,resolved
Account locked after too many login attempts.,Cause: Too many failed login attempts. Fix: Cleared lockout and confirmed account can authenticate again.,1.0,TDX-10048,account_locked,account_locked,resolved
Account locked after too many login attempts.,Cause: Previous reset token expired. Fix: Generated new password reset link.,0.0,TDX-10048,account_locked,account_locked,resolved
Cannot print to office printer,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10049,printer_issue,printer_issue,resolved
Cannot print to office printer,Cause: Credential cache issue. Fix: Cleared credential cache and re-added account.,0.0,TDX-10049,printer_issue,printer_issue,resolved
Cannot access shared project folder,Cause: Account missing required security group. Fix: Applied the required security group.,1.0,TDX-10050,permission_issue,permission_issue,resolved
Cannot access shared project folder,Cause: Printer mapping issue. Fix: Removed and re-added printer; test page printed successfully.,0.0,TDX-10050,permission_issue,permission_issue,resolved
Permission denied accessing department shared drive project folder,Cause: Account missing required security group. Fix: Added correct access group to account.,1.0,TDX-10051,permission_issue,permission_issue,resolved
Permission denied accessing department shared drive project folder,Cause: Printer mapping issue. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10051,permission_issue,permission_issue,resolved
Cannot access email from desktop app,Cause: Outlook credential cache was cleared and account re-added. Fix: The mailbox now loads correctly.,1.0,TDX-10052,email_issue,email_issue,resolved
Cannot access email from desktop app,Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10052,email_issue,email_issue,resolved
Account locked after too many login attempts.,Cause: Account was locked due to multiple failed login attempts. Fix: Account unlocked and able to sign in again.,1.0,TDX-10053,account_locked,account_locked,resolved
Account locked after too many login attempts.,Cause: Local printer mapping stale. Fix: Reinstall printer mapping; printing succeeded.,0.0,TDX-10053,account_locked,account_locked,resolved
Cannot open department drive project folder due to missing security group.,"Cause: Missing required security group. Fix: Applied the required security group, restored access.",1.0,TDX-10054,permission_issue,permission_issue,resolved
Cannot open department drive project folder due to missing security group.,Cause: Account was locked due to multiple failed login attempts. Fix: Account unlocked and able to sign in again.,0.0,TDX-10054,permission_issue,permission_issue,resolved
VPN connection fails after entering credentials.,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,1.0,TDX-10055,vpn_issue,vpn_issue,resolved
VPN connection fails after entering credentials.,Cause: Account lockout from too many failed logins. Fix: Admin unlocked the account.,0.0,TDX-10055,vpn_issue,vpn_issue,resolved
Cannot print to office printer,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10057,printer_issue,printer_issue,resolved
Cannot print to office printer,Cause: Exceeded maximum login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10057,printer_issue,printer_issue,resolved
VPN connection fails after entering credentials.,"Cause: Outdated VPN profile. Fix: Sent updated profile and had user reconnect with it, resulting in successful connection.",1.0,TDX-10058,vpn_issue,vpn_issue,resolved
VPN connection fails after entering credentials.,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10058,vpn_issue,vpn_issue,resolved
Password reset link expired.,Cause: Reset token was no longer valid. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10059,password_reset,password_reset,resolved
Password reset link expired.,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10059,password_reset,password_reset,resolved
Printer shows offline and jobs sit in queue.,"Cause: Printer reconfiguration needed. Fix: Removed and re-added printer, test page printed successfully.",1.0,TDX-10060,printer_issue,printer_issue,resolved
Printer shows offline and jobs sit in queue.,Cause: Incorrect group membership. Fix: Added correct access group.,0.0,TDX-10060,printer_issue,printer_issue,resolved
Cannot connect to VPN from home,Cause: Outdated client profile. Fix: Updated the profile and reconnected.,1.0,TDX-10062,vpn_issue,vpn_issue,resolved
Cannot connect to VPN from home,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,0.0,TDX-10062,vpn_issue,vpn_issue,resolved
VPN connection fails after entering credentials.,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,1.0,TDX-10063,vpn_issue,vpn_issue,resolved
VPN connection fails after entering credentials.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10063,vpn_issue,vpn_issue,resolved
Password reset email link invalid,Cause: Reset token expired. Fix: Issued new reset email and removed expired token.,1.0,TDX-10064,password_reset,password_reset,resolved
Password reset email link invalid,Cause: Account lockout from too many failed logins. Fix: Admin unlocked the account.,0.0,TDX-10064,password_reset,password_reset,resolved
Outlook keeps asking for credentials,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10066,email_issue,email_issue,resolved
Outlook keeps asking for credentials,Cause: Account lockout due to multiple failed login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10066,email_issue,email_issue,resolved
Cannot open shared team folder due to missing security group.,"Cause: Missing required security group. Fix: Applied the required security group, restored access.",1.0,TDX-10067,permission_issue,permission_issue,resolved
Cannot open shared team folder due to missing security group.,"Cause: Printer queue stuck on user's machine. Fix: Removed and re-added the printer, then test page printed successfully.",0.0,TDX-10067,permission_issue,permission_issue,resolved
Email inbox not loading in desktop Outlook app.,Cause: Cached credentials issue. Fix: Clearing cached credentials and signing in again allowed Outlook to open the mailbox normally.,1.0,TDX-10068,email_issue,email_issue,resolved
Email inbox not loading in desktop Outlook app.,"Cause: VPN client profile was expired. Fix: Updated the profile, and connection completed successfully.",0.0,TDX-10068,email_issue,email_issue,resolved
VPN connection fails after authentication.,Cause: VPN profile expired. Fix: Sent updated profile and reconnected.,1.0,TDX-10069,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,"Cause: Previous reset token had expired. Fix: Generated fresh password reset link, which worked.",0.0,TDX-10069,vpn_issue,vpn_issue,resolved
Printer shows offline and queue stuck.,Cause: Local printer mapping stale. Fix: Clear the queue and reinstall printer mapping.,1.0,TDX-10070,printer_issue,printer_issue,resolved
Printer shows offline and queue stuck.,"Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection succeeded.",0.0,TDX-10070,printer_issue,printer_issue,resolved
No permission to open shared team folder,Cause: Access group not correctly assigned. Fix: Added correct access group to account and folder opened.,1.0,TDX-10071,permission_issue,permission_issue,resolved
No permission to open shared team folder,"Cause: Account was locked. Fix: Cleared the lockout, allowing account to authenticate again.",0.0,TDX-10071,permission_issue,permission_issue,resolved
Can't reset password due to expired token.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10072,password_reset,password_reset,resolved
Can't reset password due to expired token.,Cause: Local Outlook profile issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10072,password_reset,password_reset,resolved
Account locked after failed login attempts.,Cause: Account locked due to too many failed login attempts. Fix: IT cleared the lockout and confirmed account authentication.,1.0,TDX-10073,account_locked,account_locked,resolved
Account locked after failed login attempts.,Cause: Account missing required security group. Fix: Added correct access group to account and the folder opened.,0.0,TDX-10073,account_locked,account_locked,resolved
Outlook keeps asking for password,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,1.0,TDX-10074,email_issue,email_issue,resolved
Outlook keeps asking for password,"Cause: Previous reset token expired, account locked. Fix: Generated new password reset link, unlocked account.",0.0,TDX-10074,email_issue,email_issue,resolved
No access to project folder in shared drive,Cause: Security group not applied. Fix: Applied required security group and restored access.,1.0,TDX-10076,permission_issue,permission_issue,resolved
No access to project folder in shared drive,Cause: Account lockout due to multiple failed login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10076,permission_issue,permission_issue,resolved
Printing jobs stuck in queue.,Cause: Printer mapping issue. Fix: Removed and re-added printer; test page printed successfully.,1.0,TDX-10077,printer_issue,printer_issue,resolved
Printing jobs stuck in queue.,Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10077,printer_issue,printer_issue,resolved
VPN fails after authentication,Cause: Outdated VPN client profile. Fix: Updated the profile and reconnected.,1.0,TDX-10078,vpn_issue,vpn_issue,resolved
VPN fails after authentication,Cause: Previous reset token expired. Fix: Generated new password reset link.,0.0,TDX-10078,vpn_issue,vpn_issue,resolved
Account locked despite correct password.,Cause: Account was locked due to multiple failed login attempts. Fix: Cleared lockout and confirmed account can authenticate again.,1.0,TDX-10079,account_locked,account_locked,resolved
Account locked despite correct password.,Cause: Access group not correctly assigned. Fix: Added correct access group to account and folder opened.,0.0,TDX-10079,account_locked,account_locked,resolved
Outlook keeps asking for password,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10080,email_issue,email_issue,resolved
Outlook keeps asking for password,Cause: Account missing required security group. Fix: Added correct access group.,0.0,TDX-10080,email_issue,email_issue,resolved
"Printing jobs stuck, printer offline",Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10081,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer offline",Cause: Account locked after too many attempts. Fix: Account unlocked by IT.,0.0,TDX-10081,printer_issue,printer_issue,resolved
Forgot password and reset link expired.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10082,password_reset,password_reset,resolved
Forgot password and reset link expired.,Cause: Account lockout detected. Fix: Cleared lockout and confirmed account authentication.,0.0,TDX-10082,password_reset,password_reset,resolved
VPN connection fails after entering credentials.,"Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection completed successfully.",1.0,TDX-10083,vpn_issue,vpn_issue,resolved
VPN connection fails after entering credentials.,Cause: Local printer mapping stale. Fix: Reinstalling printer mapping resolved issue.,0.0,TDX-10083,vpn_issue,vpn_issue,resolved
Account locked during login attempt.,Cause: Account lockout detected. Fix: Cleared lockout and confirmed account authentication.,1.0,TDX-10084,account_locked,account_locked,resolved
Account locked during login attempt.,Cause: Outlook credential cache was cleared and account re-added. Fix: The mailbox now loads correctly.,0.0,TDX-10084,account_locked,account_locked,resolved
Password reset link invalid and expired.,"Cause: Previous reset token had expired. Fix: Generated fresh password reset link, which worked.",1.0,TDX-10085,password_reset,password_reset,resolved
Password reset link invalid and expired.,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,0.0,TDX-10085,password_reset,password_reset,resolved
Printer not working on computer,Cause: Local printer mapping stale. Fix: Reinstalling printer mapping.,1.0,TDX-10086,printer_issue,printer_issue,resolved
Printer not working on computer,Cause: VPN profile expired. Fix: Received updated profile and reconnected.,0.0,TDX-10086,printer_issue,printer_issue,resolved
Outlook keeps asking for credentials,Cause: Outlook credential cache was corrupted. Fix: Cleared credential cache and re-added account.,1.0,TDX-10087,email_issue,email_issue,resolved
Outlook keeps asking for credentials,Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10087,email_issue,email_issue,resolved
Cannot access shared team folder,Cause: Account missing required security group. Fix: Added correct access group.,1.0,TDX-10088,permission_issue,permission_issue,resolved
Cannot access shared team folder,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10088,permission_issue,permission_issue,resolved
Printer shows offline and queue stuck,"Cause: Local printer mapping stale. Fix: Clear local print queue, reinstall printer mapping.",1.0,TDX-10089,printer_issue,printer_issue,resolved
Printer shows offline and queue stuck,Cause: Cached credentials issue. Fix: Clearing cached credentials and signing in again allowed Outlook to open the mailbox normally.,0.0,TDX-10089,printer_issue,printer_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10090,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Account locked due to too many failed login attempts. Fix: IT cleared the lockout and confirmed account authentication.,0.0,TDX-10090,email_issue,email_issue,resolved
VPN connection fails after authentication.,"Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection succeeded.",1.0,TDX-10091,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,0.0,TDX-10091,vpn_issue,vpn_issue,resolved
Cannot access shared project folder,"Cause: Account missing required security group. Fix: Applied security group, restored access.",1.0,TDX-10092,permission_issue,permission_issue,resolved
Cannot access shared project folder,Cause: Account was locked due to multiple failed login attempts. Fix: Cleared lockout and confirmed account can authenticate again.,0.0,TDX-10092,permission_issue,permission_issue,resolved
"Account locked, unable to access email or portal.",Cause: Account was in a lockout state. Fix: Cleared the lockout and confirmed account can authenticate again.,1.0,TDX-10093,account_locked,account_locked,resolved
"Account locked, unable to access email or portal.","Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection succeeded.",0.0,TDX-10093,account_locked,account_locked,resolved
Outlook keeps prompting for password and mailbox won't load.,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",1.0,TDX-10094,email_issue,email_issue,resolved
Outlook keeps prompting for password and mailbox won't load.,"Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection completed successfully.",0.0,TDX-10094,email_issue,email_issue,resolved
Reset link and account lockout issues,"Cause: Previous reset token expired, account locked. Fix: Generated new password reset link, unlocked account.",1.0,TDX-10095,password_reset,password_reset,resolved
Reset link and account lockout issues,"Cause: Security group not applied. Fix: Applied required security group, restored access.",0.0,TDX-10095,password_reset,password_reset,resolved
account locked after too many login attempts,Cause: account locked due to too many failed login attempts. Fix: account unlocked by IT support.,1.0,TDX-10096,account_locked,account_locked,resolved
account locked after too many login attempts,Cause: VPN profile expired. Fix: Received updated profile and reconnected.,0.0,TDX-10096,account_locked,account_locked,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10097,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Previous reset token expired. Fix: Generated fresh password reset link.,0.0,TDX-10097,email_issue,email_issue,resolved
Cannot access shared project folder,Cause: Access group missing. Fix: Added correct access group.,1.0,TDX-10098,permission_issue,permission_issue,resolved
Cannot access shared project folder,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10098,permission_issue,permission_issue,resolved
Account says it is locked,Cause: Account was locked. Fix: Account unlocked and user can sign in now.,1.0,TDX-10099,account_locked,account_locked,resolved
Account says it is locked,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,0.0,TDX-10099,account_locked,account_locked,resolved
Print jobs stuck on office printer,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10100,printer_issue,printer_issue,resolved
Print jobs stuck on office printer,Cause: Reset token expired. Fix: Issued new reset email and removed expired token.,0.0,TDX-10100,printer_issue,printer_issue,resolved
Outlook keeps asking for password,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",1.0,TDX-10101,email_issue,email_issue,resolved
Outlook keeps asking for password,Cause: outdated VPN client profile. Fix: updated profile and reconnected successfully.,0.0,TDX-10101,email_issue,email_issue,resolved
No permission to access project folder,Cause: Account missing required security group. Fix: Added correct access group.,1.0,TDX-10102,permission_issue,permission_issue,resolved
No permission to access project folder,"Cause: Account lockout detected. Fix: Account unlocked, allowing login.",0.0,TDX-10102,permission_issue,permission_issue,resolved
Password reset link expired,Cause: Reset token was no longer valid. Fix: New reset email issued and old token removed.,1.0,TDX-10103,password_reset,password_reset,resolved
Password reset link expired,"Cause: Outdated VPN client profile. Fix: Updated the profile, and the connection succeeded.",0.0,TDX-10103,password_reset,password_reset,resolved
Cannot access email from Outlook desktop app,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10105,email_issue,email_issue,resolved
Cannot access email from Outlook desktop app,Cause: VPN profile expired. Fix: Sent updated profile and reconnected.,0.0,TDX-10105,email_issue,email_issue,resolved
Cannot access shared team folder,Cause: Additional related setting not applied. Fix: Correct access group added to account and folder opened.,1.0,TDX-10106,permission_issue,permission_issue,resolved
Cannot access shared team folder,Cause: Account lockout due to multiple failed attempts. Fix: Cleared the lockout and confirmed account authentication.,0.0,TDX-10106,permission_issue,permission_issue,resolved
